,Okres
3847,Hlavní město Praha
3848,Hlavní město Praha
3849,Hlavní město Praha
3850,Hlavní město Praha
3851,Plzeň-město
3852,Plzeň-město
3853,Plzeň-město
3854,Plzeň-město
3855,Plzeň-město
3856,Plzeň-město
3857,Plzeň-město
3858,NA
3859,Mladá Boleslav
3860,Mladá Boleslav
3861,Žďár nad Sázavou
3862,Žďár nad Sázavou
3863,Žďár nad Sázavou
3864,Žďár nad Sázavou
3865,Žďár nad Sázavou
3866,Žďár nad Sázavou
3867,Žďár nad Sázavou
3868,Náchod
3869,Náchod
3870,Náchod
3871,Louny
3872,Louny
3873,Louny
3874,Zlín
3875,Zlín
3876,Zlín
3877,"Přerov
 Chrudim"
3878,"Přerov
 Chrudim"
3879,"Přerov
 Chrudim"
3880,Frýdek-Místek
3881,Frýdek-Místek
3882,Hlavní město Praha
3883,Hlavní město Praha
3884,Hlavní město Praha
3885,Hlavní město Praha
3886,Hlavní město Praha
3887,Hlavní město Praha
3888,Hlavní město Praha
3889,Hlavní město Praha
3890,Hlavní město Praha
3891,Hlavní město Praha
3892,"Rychnov nad Kněžnou
          Strakonice"
3893,"Rychnov nad Kněžnou
          Strakonice"
3894,"Rychnov nad Kněžnou
          Strakonice"
3895,"Rychnov nad Kněžnou
          Strakonice"
3896,Most
3897,Most
3898,Most
3899,Uherské Hradiště
3900,Žďár nad Sázavou
3901,Žďár nad Sázavou
3902,Žďár nad Sázavou
3903,"Blansko
 Benešov"
3904,"Blansko
 Benešov"
3905,"Blansko
 Benešov"
3906,Cheb
3907,Cheb
3908,Cheb
3909,Cheb
3910,Cheb
3911,Cheb
3912,Hlavní město Praha
3913,Hlavní město Praha
3914,Hlavní město Praha
3915,Hlavní město Praha
3916,Třebíč
3917,Třebíč
3918,Třebíč
3919,Třebíč
3920,Brno-město
3921,Cheb
3922,Kutná Hora
3923,Kutná Hora
3924,Kutná Hora
3925,Kutná Hora
3926,Kutná Hora
3927,Kutná Hora
3928,Kutná Hora
3929,Kutná Hora
3930,Kladno
3931,Chrudim
3932,Chrudim
3933,Chrudim
3934,NA
3935,Plzeň-město
3936,Plzeň-město
3937,Plzeň-město
3938,České Budějovice
3939,České Budějovice
3940,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3941,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3942,NA
3943,NA
3944,České Budějovice
3945,Tábor
3946,Tábor
3947,Tábor
3948,Tábor
3949,Tábor
3950,Tábor
3951,Tábor
3952,Tábor
3953,Tábor
3954,Tábor
3955,Tábor
3956,Tábor
3957,Tábor
3958,Chrudim
3959,Chrudim
3960,Chrudim
3961,Chrudim
3962,Chrudim
3963,Chrudim
3964,Hradec Králové
3965,Hradec Králové
3966,Hlavní město Praha
3967,Hlavní město Praha
3968,Hlavní město Praha
3969,Hlavní město Praha
3970,Hlavní město Praha
3971,Hlavní město Praha
3972,"Chrudim
  Kladno"
3973,"České Budějovice
         Rokycany"
3974,"České Budějovice
         Rokycany"
3975,"České Budějovice
         Rokycany"
3976,Brno-město
3977,Brno-město
3978,Chrudim
3979,Most
3980,Most
3981,Most
3982,Most
3983,Frýdek-Místek
3984,NA
3985,Kladno
3986,Kladno
3987,Teplice
3988,Pelhřimov
3989,Jičín
3990,Jičín
3991,Hlavní město Praha
3992,NA
3993,Ústí nad Orlicí
3994,Ústí nad Orlicí
3995,Plzeň-město
3996,Plzeň-město
3997,Plzeň-město
3998,Plzeň-město
3999,Plzeň-město
4000,Plzeň-město
4001,NA
4002,Plzeň-město
4003,Plzeň-město
4004,Hlavní město Praha
4005,NA
4006,NA
4007,NA
4008,"Zlín
 Brno-venkov"
4009,"Zlín
 Brno-venkov"
4010,"Zlín
 Brno-venkov"
4011,"Zlín
 Brno-venkov"
4012,"Zlín
 Brno-venkov"
4013,"Zlín
 Brno-venkov"
4014,"Zlín
 Brno-venkov"
4015,"Zlín
 Brno-venkov"
4016,"Zlín
 Brno-venkov"
4017,"Zlín
 Brno-venkov"
4018,"Zlín
 Brno-venkov"
4019,"Zlín
 Brno-venkov"
4020,"Zlín
 Brno-venkov"
4021,"Zlín
 Brno-venkov"
4022,"Zlín
 Brno-venkov"
4023,"Zlín
 Brno-venkov"
4024,Hradec Králové
4025,Cheb
4026,Cheb
4027,Cheb
4028,Cheb
4029,Hlavní město Praha
4030,Hlavní město Praha
4031,Hlavní město Praha
4032,Hlavní město Praha
4033,Hlavní město Praha
4034,Hlavní město Praha
4035,Hlavní město Praha
4036,Hlavní město Praha
4037,Hlavní město Praha
4038,NA
4039,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4040,Ústí nad Orlicí
4041,NA
4042,NA
4043,NA
4044,NA
4045,NA
4046,NA
4047,NA
4048,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
4049,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
4050,NA
4051,NA
4052,Svitavy
4053,Brno-město
4054,NA
4055,Hlavní město Praha
4056,NA
4057,NA
4058,NA
4059,NA
4060,NA
4061,NA
4062,Brno-město
4063,NA
4064,Nový Jičín
4065,Nový Jičín
4066,Nový Jičín
4067,Nový Jičín
4068,Nový Jičín
4069,Třebíč
4070,Litoměřice
4071,NA
4072,NA
4073,NA
4074,NA
4075,NA
4076,NA
4077,Chomutov
4078,Chomutov
4079,Pardubice
4080,Pardubice
4081,Hlavní město Praha
4082,Hlavní město Praha
4083,"Blansko
 Benešov"
4084,Hlavní město Praha
4085,Hlavní město Praha
4086,Hlavní město Praha
4087,Kladno
4088,"České Budějovice
      Brno-venkov"
4089,Brno-město
4090,Brno-město
4091,NA
4092,Náchod
4093,Náchod
4094,Náchod
4095,NA
4096,Strakonice
4097,České Budějovice
4098,Sokolov
4099,Kladno
4100,Znojmo
4101,Ostrava-město
4102,Ostrava-město
4103,NA
4104,NA
4105,NA
4106,NA
4107,NA
4108,NA
4109,NA
4110,NA
4111,NA
4112,Plzeň-město
4113,Karlovy Vary
4114,Karlovy Vary
4115,Bruntál
4116,Hlavní město Praha
4117,Hlavní město Praha
4118,Brno-město
4119,NA
4120,NA
4121,NA
4122,NA
4123,České Budějovice
4124,České Budějovice
4125,Hlavní město Praha
4126,Plzeň-město
4127,Plzeň-město
4128,NA
4129,NA
4130,Žďár nad Sázavou
4131,Žďár nad Sázavou
4132,Žďár nad Sázavou
4133,Žďár nad Sázavou
4134,Žďár nad Sázavou
4135,Louny
4136,Zlín
4137,Zlín
4138,Zlín
4139,Zlín
4140,Zlín
4141,Hlavní město Praha
4142,Hlavní město Praha
4143,Hlavní město Praha
4144,Hlavní město Praha
4145,Náchod
4146,Plzeň-město
4147,"Blansko
 Benešov"
4148,"Blansko
 Benešov"
4149,Hlavní město Praha
4150,Hlavní město Praha
4151,Třebíč
4152,Třebíč
4153,Třebíč
4154,Rychnov nad Kněžnou
4155,Cheb
4156,Cheb
4157,Kutná Hora
4158,Chrudim
4159,NA
4160,NA
4161,Ostrava-město
4162,Plzeň-město
4163,Plzeň-město
4164,České Budějovice
4165,NA
4166,Hlavní město Praha
4167,Hlavní město Praha
4168,Hlavní město Praha
4169,NA
4170,Tábor
4171,Tábor
4172,Tábor
4173,Tábor
4174,Tábor
4175,Tábor
4176,Tábor
4177,Tábor
4178,Tábor
4179,Chrudim
4180,Hlavní město Praha
4181,Hlavní město Praha
4182,Hlavní město Praha
4183,"České Budějovice
         Rokycany"
4184,Brno-město
4185,Brno-město
4186,Mělník
4187,Mělník
4188,NA
4189,Tábor
4190,NA
4191,Kladno
4192,NA
4193,NA
4194,NA
4195,NA
4196,Pelhřimov
4197,Brno-město
4198,Brno-město
4199,Brno-město
4200,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
4201,Ústí nad Orlicí
4202,Ústí nad Orlicí
4203,Plzeň-město
4204,Nymburk
4205,Nymburk
4206,Plzeň-město
4207,NA
4208,NA
4209,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4210,"Chrudim
 Hodonín
 Blansko"
4211,Mladá Boleslav
4212,České Budějovice
4213,Cheb
4214,Cheb
4215,Cheb
4216,Chomutov
4217,"Chrudim
 Hodonín
 Blansko"
4218,Cheb
4219,Cheb
4220,Cheb
4221,Hlavní město Praha
4222,NA
4223,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4224,Trutnov
4225,Trutnov
4226,Trutnov
4227,NA
4228,NA
4229,NA
4230,NA
4231,NA
4232,NA
4233,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
4234,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
4235,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
4236,Olomouc
4237,Olomouc
4238,Olomouc
4239,Olomouc
4240,Olomouc
4241,Hlavní město Praha
4242,NA
4243,NA
4244,NA
4245,NA
4246,Brno-město
4247,NA
4248,Litoměřice
4249,NA
4250,NA
4251,Hlavní město Praha
4252,Pardubice
4253,Pardubice
4254,Sokolov
4255,Sokolov
4256,"Blansko
 Benešov"
4257,"Blansko
 Benešov"
4258,Karviná
4259,Jičín
4260,Brno-město
4261,Brno-město
4262,Brno-město
4263,Brno-město
4264,NA
4265,NA
4266,Náchod
4267,Náchod
4268,Strakonice
4269,Strakonice
4270,NA
4271,Svitavy
4272,Kladno
4273,Karlovy Vary
4274,Karlovy Vary
4275,Karlovy Vary
4276,Karviná
4277,Česká Lípa
4278,NA
4279,Frýdek-Místek
4280,Hradec Králové
4281,České Budějovice
4282,České Budějovice
4283,NA
4284,NA
4285,Plzeň-město
4286,Karlovy Vary
4287,Karlovy Vary
4288,Hlavní město Praha
4289,Liberec
4290,Louny
4291,Zlín
4292,Zlín
4293,Frýdek-Místek
4294,Hlavní město Praha
4295,Hlavní město Praha
4296,Hlavní město Praha
4297,"Rychnov nad Kněžnou
          Strakonice"
4298,"Rychnov nad Kněžnou
          Strakonice"
4299,Most
4300,Most
4301,Hlavní město Praha
4302,Cheb
4303,Cheb
4304,NA
4305,NA
4306,NA
4307,NA
4308,Ostrava-město
4309,Ostrava-město
4310,České Budějovice
4311,Tábor
4312,Tábor
4313,Tábor
4314,Tábor
4315,Tábor
4316,"České Budějovice
         Rokycany"
4317,"České Budějovice
         Rokycany"
4318,"České Budějovice
         Rokycany"
4319,Brno-město
4320,Most
4321,Most
4322,NA
4323,NA
4324,NA
4325,Frýdek-Místek
4326,NA
4327,Kutná Hora
4328,Plzeň-město
4329,NA
4330,České Budějovice
4331,Chrudim
4332,Chrudim
4333,Chrudim
4334,Chrudim
4335,Cheb
4336,Hlavní město Praha
4337,Hlavní město Praha
4338,Hlavní město Praha
4339,Hlavní město Praha
4340,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4341,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4342,NA
4343,NA
4344,NA
4345,Třebíč
4346,Třebíč
4347,Třebíč
4348,Třebíč
4349,Třebíč
4350,NA
4351,Hlavní město Praha
4352,Hlavní město Praha
4353,Sokolov
4354,Hlavní město Praha
4355,Karlovy Vary
4356,Česká Lípa
4357,NA
4358,Karlovy Vary
4359,Liberec
4360,NA
4361,Louny
4362,Louny
4363,Plzeň-město
4364,Plzeň-město
4365,"Blansko
 Benešov"
4366,"Blansko
 Benešov"
4367,"Blansko
 Benešov"
4368,"Blansko
 Benešov"
4369,"Blansko
 Benešov"
4370,NA
4371,Cheb
4372,Blansko
4373,NA
4374,NA
4375,Plzeň-město
4376,České Budějovice
4377,Hlavní město Praha
4378,NA
4379,Tábor
4380,Tábor
4381,Tábor
4382,Tábor
4383,Mělník
4384,Hlavní město Praha
4385,Hlavní město Praha
4386,Hlavní město Praha
4387,Hlavní město Praha
4388,Hlavní město Praha
4389,Hlavní město Praha
4390,NA
4391,NA
4392,NA
4393,NA
4394,NA
4395,NA
4396,Ústí nad Orlicí
4397,Ústí nad Orlicí
4398,Chrudim
4399,Chrudim
4400,Chrudim
4401,Chrudim
4402,Most
4403,Most
4404,Most
4405,Most
4406,Most
4407,Tábor
4408,"Plzeň-jih
 Pelhřimov"
4409,"Plzeň-jih
 Pelhřimov"
4410,"Plzeň-jih
 Pelhřimov"
4411,"Plzeň-jih
 Pelhřimov"
4412,"Plzeň-jih
 Pelhřimov"
4413,"Plzeň-jih
 Pelhřimov"
4414,"Plzeň-jih
 Pelhřimov"
4415,Chrudim
4416,NA
4417,NA
4418,NA
4419,Chrudim
4420,Chrudim
4421,Kladno
4422,Kladno
4423,Kladno
4424,NA
4425,NA
4426,NA
4427,Teplice
4428,Teplice
4429,Teplice
4430,Pelhřimov
4431,Pelhřimov
4432,Pelhřimov
4433,Pelhřimov
4434,Pelhřimov
4435,Pelhřimov
4436,Pelhřimov
4437,Pelhřimov
4438,Pelhřimov
4439,Pelhřimov
4440,Pelhřimov
4441,Kutná Hora
4442,Kutná Hora
4443,Kutná Hora
4444,"Jičín
 Mladá Boleslav"
4445,"Jičín
 Mladá Boleslav"
4446,"Jičín
 Mladá Boleslav"
4447,"Jičín
 Mladá Boleslav"
4448,Jihlava
4449,Jihlava
4450,Hlavní město Praha
4451,Hlavní město Praha
4452,Pelhřimov
4453,NA
4454,NA
4455,NA
4456,NA
4457,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
4458,Ústí nad Orlicí
4459,Ústí nad Orlicí
4460,Znojmo
4461,Znojmo
4462,Znojmo
4463,Znojmo
4464,Plzeň-město
4465,Plzeň-město
4466,NA
4467,NA
4468,NA
4469,NA
4470,Hradec Králové
4471,Hradec Králové
4472,Hradec Králové
4473,Hradec Králové
4474,Hradec Králové
4475,Hradec Králové
4476,Hradec Králové
4477,Nymburk
4478,Nymburk
4479,Plzeň-město
4480,Plzeň-město
4481,Plzeň-město
4482,Svitavy
4483,Svitavy
4484,Svitavy
4485,Hlavní město Praha
4486,Hlavní město Praha
4487,NA
4488,NA
4489,NA
4490,NA
4491,NA
4492,NA
4493,NA
4494,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4495,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4496,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4497,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4498,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4499,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4500,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4501,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
4502,Pardubice
4503,Pardubice
4504,Pardubice
4505,Pardubice
4506,Pardubice
4507,Pardubice
4508,Pardubice
4509,Pardubice
4510,Pardubice
4511,Pardubice
4512,Pardubice
4513,Pardubice
4514,Pardubice
4515,Pardubice
4516,Pardubice
4517,Pardubice
4518,Pardubice
4519,Třebíč
4520,Třebíč
4521,NA
4522,NA
4523,Mladá Boleslav
4524,Mladá Boleslav
4525,České Budějovice
4526,České Budějovice
4527,České Budějovice
4528,České Budějovice
4529,České Budějovice
4530,České Budějovice
4531,České Budějovice
4532,České Budějovice
4533,České Budějovice
4534,Znojmo
4535,Cheb
4536,Cheb
4537,Chomutov
4538,Chomutov
4539,Chomutov
4540,Chomutov
4541,Chomutov
4542,Praha-východ
4543,"Jičín
 Mladá Boleslav"
4544,"Jičín
 Mladá Boleslav"
4545,"Jičín
 Mladá Boleslav"
4546,"Jičín
 Mladá Boleslav"
4547,"Chrudim
 Hodonín
 Blansko"
4548,"Chrudim
 Hodonín
 Blansko"
4549,Chrudim
4550,Cheb
4551,Cheb
4552,Cheb
4553,Hlavní město Praha
4554,Hlavní město Praha
4555,Hlavní město Praha
4556,Hlavní město Praha
4557,Hlavní město Praha
4558,Hlavní město Praha
4559,Hlavní město Praha
4560,Hlavní město Praha
4561,Hlavní město Praha
4562,Hlavní město Praha
4563,Hlavní město Praha
4564,Hlavní město Praha
4565,NA
4566,NA
4567,NA
4568,NA
4569,NA
4570,NA
4571,NA
4572,NA
4573,NA
4574,NA
4575,NA
4576,NA
4577,NA
4578,NA
4579,NA
4580,NA
4581,NA
4582,NA
4583,NA
4584,NA
4585,NA
4586,NA
4587,NA
4588,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4589,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4590,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4591,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4592,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4593,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4594,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4595,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
4596,Klatovy
4597,Ústí nad Orlicí
4598,Nový Jičín
4599,Náchod
4600,Náchod
4601,Náchod
4602,Náchod
4603,Náchod
4604,Náchod
4605,Náchod
4606,Náchod
4607,Náchod
4608,Náchod
4609,Náchod
4610,Náchod
4611,Náchod
4612,Most
4613,Most
4614,Most
4615,NA
4616,NA
4617,Třebíč
4618,NA
4619,NA
4620,NA
4621,NA
4622,NA
4623,NA
4624,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
4625,Kladno
4626,Ústí nad Orlicí
4627,Ústí nad Orlicí
4628,Semily
4629,Semily
4630,Semily
4631,NA
4632,NA
4633,NA
4634,NA
4635,NA
4636,NA
4637,Hlavní město Praha
4638,Hlavní město Praha
4639,Hlavní město Praha
4640,Hlavní město Praha
4641,Hlavní město Praha
4642,Hlavní město Praha
4643,Ostrava-město
4644,NA
4645,Chomutov
4646,Chomutov
4647,Svitavy
4648,Hlavní město Praha
4649,"Písek
 České Budějovice"
4650,"Písek
 České Budějovice"
4651,NA
4652,NA
4653,Hlavní město Praha
4654,Hlavní město Praha
4655,Hlavní město Praha
4656,Hlavní město Praha
4657,Hlavní město Praha
4658,NA
4659,NA
4660,NA
4661,NA
4662,NA
4663,NA
4664,NA
4665,NA
4666,NA
4667,NA
4668,NA
4669,NA
4670,NA
4671,NA
4672,NA
4673,NA
4674,NA
4675,NA
4676,NA
4677,NA
4678,NA
4679,NA
4680,NA
4681,NA
4682,NA
4683,NA
4684,NA
4685,Plzeň-město
4686,Plzeň-město
4687,Plzeň-město
4688,Plzeň-město
4689,Plzeň-město
4690,Plzeň-město
4691,Plzeň-město
4692,Plzeň-město
4693,Plzeň-město
4694,Plzeň-město
4695,Plzeň-město
4696,Plzeň-město
4697,Plzeň-město
4698,Plzeň-město
4699,Plzeň-město
4700,Plzeň-město
4701,Plzeň-město
4702,Brno-město
4703,Brno-město
4704,Brno-město
4705,Brno-město
4706,NA
4707,NA
4708,"Blansko
 Benešov"
4709,"Blansko
 Benešov"
4710,"Blansko
 Benešov"
4711,Nový Jičín
4712,Nový Jičín
4713,Třebíč
4714,Litoměřice
4715,NA
4716,Jičín
4717,Jičín
4718,NA
4719,NA
4720,"Brno-venkov
      Beroun"
4721,"Brno-venkov
      Beroun"
4722,"Brno-venkov
      Beroun"
4723,NA
4724,NA
4725,Znojmo
4726,Znojmo
4727,Chomutov
4728,Chomutov
4729,Chomutov
4730,Chomutov
4731,Chomutov
4732,Chomutov
4733,Chomutov
4734,Chomutov
4735,Chomutov
4736,"Brno-venkov
 Praha-východ"
4737,"Brno-venkov
 Praha-východ"
4738,České Budějovice
4739,České Budějovice
4740,České Budějovice
4741,České Budějovice
4742,České Budějovice
4743,Pardubice
4744,Pardubice
4745,Pardubice
4746,Pardubice
4747,Pardubice
4748,Pardubice
4749,Pardubice
4750,Pardubice
4751,Frýdek-Místek
4752,Frýdek-Místek
4753,Frýdek-Místek
4754,Frýdek-Místek
4755,Frýdek-Místek
4756,Frýdek-Místek
4757,Frýdek-Místek
4758,Frýdek-Místek
4759,Frýdek-Místek
4760,Frýdek-Místek
4761,Cheb
4762,Hlavní město Praha
4763,Hlavní město Praha
4764,Hlavní město Praha
4765,Hlavní město Praha
4766,Hlavní město Praha
4767,Hlavní město Praha
4768,Hlavní město Praha
4769,Hlavní město Praha
4770,Hlavní město Praha
4771,Hlavní město Praha
4772,Hlavní město Praha
4773,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
4774,NA
4775,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
4776,Sokolov
4777,Sokolov
4778,Sokolov
4779,Sokolov
4780,"Blansko
 Benešov"
4781,"Blansko
 Benešov"
4782,"Blansko
 Benešov"
4783,"Blansko
 Benešov"
4784,"Blansko
 Benešov"
4785,Hlavní město Praha
4786,NA
4787,Hlavní město Praha
4788,Hlavní město Praha
4789,Hlavní město Praha
4790,Karlovy Vary
4791,Hlavní město Praha
4792,Hlavní město Praha
4793,Hlavní město Praha
4794,Jičín
4795,Kladno
4796,"České Budějovice
      Brno-venkov"
4797,"České Budějovice
      Brno-venkov"
4798,"České Budějovice
      Brno-venkov"
4799,"České Budějovice
      Brno-venkov"
4800,"České Budějovice
      Brno-venkov"
4801,"České Budějovice
      Brno-venkov"
4802,"České Budějovice
      Brno-venkov"
4803,"České Budějovice
      Brno-venkov"
4804,"České Budějovice
      Brno-venkov"
4805,"České Budějovice
      Brno-venkov"
4806,"České Budějovice
      Brno-venkov"
4807,"České Budějovice
      Brno-venkov"
4808,"České Budějovice
      Brno-venkov"
4809,"České Budějovice
      Brno-venkov"
4810,Blansko
4811,"České Budějovice
      Brno-venkov"
4812,Blansko
4813,Blansko
4814,Blansko
4815,Blansko
4816,Blansko
4817,Brno-město
4818,Brno-město
4819,Brno-město
4820,Brno-město
4821,Brno-město
4822,NA
4823,NA
4824,NA
4825,NA
4826,NA
4827,NA
4828,Náchod
4829,Náchod
4830,Náchod
4831,Náchod
4832,Náchod
4833,Náchod
4834,Strakonice
4835,Strakonice
4836,Strakonice
4837,Strakonice
4838,Strakonice
4839,Strakonice
4840,Strakonice
4841,NA
4842,NA
4843,NA
4844,NA
4845,NA
4846,NA
4847,Svitavy
4848,České Budějovice
4849,Kladno
4850,Karlovy Vary
4851,Karlovy Vary
4852,Karlovy Vary
4853,Karlovy Vary
4854,Karlovy Vary
4855,Karlovy Vary
4856,Karlovy Vary
4857,Karlovy Vary
4858,Karlovy Vary
4859,Karlovy Vary
4860,Karlovy Vary
4861,Karlovy Vary
4862,Karlovy Vary
4863,NA
4864,NA
4865,NA
4866,NA
4867,NA
4868,NA
4869,NA
4870,NA
4871,NA
4872,NA
4873,NA
4874,NA
4875,NA
4876,NA
4877,NA
4878,NA
4879,NA
4880,NA
4881,NA
4882,NA
4883,NA
4884,NA
4885,NA
4886,NA
4887,NA
4888,NA
4889,NA
4890,NA
4891,NA
4892,Karviná
4893,Svitavy
4894,Ústí nad Orlicí
4895,Ústí nad Orlicí
4896,Ústí nad Orlicí
4897,Ústí nad Orlicí
4898,Ústí nad Orlicí
4899,Ústí nad Orlicí
4900,Česká Lípa
4901,Česká Lípa
4902,Bruntál
4903,Česká Lípa
4904,Bruntál
4905,Česká Lípa
4906,Znojmo
4907,Znojmo
4908,Znojmo
4909,Plzeň-jih
4910,Plzeň-jih
4911,NA
4912,NA
4913,NA
4914,NA
4915,NA
4916,NA
4917,Hradec Králové
4918,Hradec Králové
4919,Hradec Králové
4920,České Budějovice
4921,NA
4922,NA
4923,NA
4924,NA
4925,NA
4926,NA
4927,NA
4928,NA
4929,NA
4930,NA
4931,NA
4932,NA
4933,NA
4934,Hlavní město Praha
4935,NA
4936,NA
4937,NA
4938,NA
4939,NA
4940,NA
4941,Písek
4942,Písek
4943,NA
4944,NA
4945,NA
4946,NA
4947,NA
4948,NA
4949,NA
4950,NA
4951,Plzeň-město
4952,Plzeň-město
4953,Karlovy Vary
4954,Karlovy Vary
4955,Karlovy Vary
4956,Karlovy Vary
4957,Karlovy Vary
4958,Karlovy Vary
4959,Karlovy Vary
4960,Hlavní město Praha
4961,Liberec
4962,"Jindřichův Hradec
        Česká Lípa"
4963,"Jindřichův Hradec
        Česká Lípa"
4964,"Jindřichův Hradec
        Česká Lípa"
4965,Hlavní město Praha
4966,Hlavní město Praha
4967,Hlavní město Praha
4968,Hlavní město Praha
4969,Hlavní město Praha
4970,Hlavní město Praha
4971,Hlavní město Praha
4972,Hlavní město Praha
4973,Pelhřimov
4974,Pelhřimov
4975,Hlavní město Praha
4976,Brno-město
4977,NA
4978,NA
4979,NA
4980,NA
4981,NA
4982,České Budějovice
4983,České Budějovice
4984,České Budějovice
4985,Hlavní město Praha
4986,Plzeň-město
4987,Plzeň-město
4988,Plzeň-město
4989,Plzeň-město
4990,Plzeň-město
4991,Plzeň-město
4992,Plzeň-město
4993,Hlavní město Praha
4994,Svitavy
4995,NA
4996,NA
4997,NA
4998,"Domažlice
 Jindřichův Hradec"
4999,"Domažlice
 Jindřichův Hradec"
5000,NA
5001,NA
5002,NA
5003,NA
5004,NA
5005,NA
5006,NA
5007,NA
5008,NA
5009,NA
5010,NA
5011,NA
5012,NA
5013,NA
5014,NA
5015,NA
5016,NA
5017,NA
5018,NA
5019,NA
5020,NA
5021,NA
5022,NA
5023,"Teplice
 Břeclav"
5024,Mladá Boleslav
5025,Mladá Boleslav
5026,Mladá Boleslav
5027,Náchod
5028,Náchod
5029,Louny
5030,Louny
5031,Louny
5032,Louny
5033,Louny
5034,Zlín
5035,"Přerov
 Chrudim"
5036,České Budějovice
5037,České Budějovice
5038,Frýdek-Místek
5039,Frýdek-Místek
5040,Frýdek-Místek
5041,Frýdek-Místek
5042,Frýdek-Místek
5043,Frýdek-Místek
5044,Frýdek-Místek
5045,Frýdek-Místek
5046,Frýdek-Místek
5047,Frýdek-Místek
5048,Frýdek-Místek
5049,Hlavní město Praha
5050,Hlavní město Praha
5051,Hlavní město Praha
5052,Hlavní město Praha
5053,Hlavní město Praha
5054,Hlavní město Praha
5055,Hlavní město Praha
5056,Hlavní město Praha
5057,Hlavní město Praha
5058,Hlavní město Praha
5059,"Rychnov nad Kněžnou
          Strakonice"
5060,"Rychnov nad Kněžnou
          Strakonice"
5061,"Rychnov nad Kněžnou
          Strakonice"
5062,"Rychnov nad Kněžnou
          Strakonice"
5063,"Rychnov nad Kněžnou
          Strakonice"
5064,"Rychnov nad Kněžnou
          Strakonice"
5065,"Rychnov nad Kněžnou
          Strakonice"
5066,Most
5067,Most
5068,Most
5069,Uherské Hradiště
5070,Náchod
5071,Náchod
5072,Náchod
5073,Náchod
5074,Náchod
5075,Náchod
5076,Náchod
5077,Náchod
5078,Náchod
5079,Náchod
5080,Náchod
5081,Náchod
5082,Náchod
5083,NA
5084,NA
5085,NA
5086,Žďár nad Sázavou
5087,Žďár nad Sázavou
5088,Žďár nad Sázavou
5089,"Blansko
 Benešov"
5090,"Blansko
 Benešov"
5091,"Blansko
 Benešov"
5092,NA
5093,NA
5094,NA
5095,NA
5096,NA
5097,NA
5098,Cheb
5099,Cheb
