,Okres
2668,Tábor
2669,"Plzeň-jih
 Pelhřimov"
2670,NA
2671,NA
2672,NA
2673,NA
2674,NA
2675,Kladno
2676,Kladno
2677,Kladno
2678,Hlavní město Praha
2679,NA
2680,Pelhřimov
2681,Pelhřimov
2682,Pelhřimov
2683,Pelhřimov
2684,Jihlava
2685,Jihlava
2686,Jičín
2687,Jičín
2688,Hlavní město Praha
2689,Pelhřimov
2690,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
2691,Ústí nad Orlicí
2692,Ústí nad Orlicí
2693,Ústí nad Orlicí
2694,Ústí nad Orlicí
2695,Ústí nad Orlicí
2696,Ústí nad Orlicí
2697,Znojmo
2698,Znojmo
2699,Znojmo
2700,Znojmo
2701,Znojmo
2702,Znojmo
2703,NA
2704,Plzeň-město
2705,Plzeň-město
2706,Plzeň-město
2707,Plzeň-město
2708,Plzeň-město
2709,Hradec Králové
2710,Hradec Králové
2711,Hradec Králové
2712,Hradec Králové
2713,Hradec Králové
2714,NA
2715,Plzeň-město
2716,Plzeň-město
2717,Plzeň-město
2718,Plzeň-město
2719,Hlavní město Praha
2720,NA
2721,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
2722,"Zlín
 Brno-venkov"
2723,"Zlín
 Brno-venkov"
2724,"Zlín
 Brno-venkov"
2725,"Zlín
 Brno-venkov"
2726,České Budějovice
2727,České Budějovice
2728,České Budějovice
2729,České Budějovice
2730,České Budějovice
2731,České Budějovice
2732,České Budějovice
2733,České Budějovice
2734,České Budějovice
2735,České Budějovice
2736,České Budějovice
2737,Chomutov
2738,"Chrudim
 Hodonín
 Blansko"
2739,"Chrudim
 Hodonín
 Blansko"
2740,Hlavní město Praha
2741,Hlavní město Praha
2742,Hlavní město Praha
2743,Hlavní město Praha
2744,Hlavní město Praha
2745,Hlavní město Praha
2746,Hlavní město Praha
2747,Hlavní město Praha
2748,Hlavní město Praha
2749,NA
2750,NA
2751,NA
2752,NA
2753,NA
2754,NA
2755,NA
2756,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
2757,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
2758,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
2759,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
2760,Trutnov
2761,Trutnov
2762,Náchod
2763,Náchod
2764,Náchod
2765,Náchod
2766,Most
2767,NA
2768,NA
2769,NA
2770,NA
2771,NA
2772,Ústí nad Orlicí
2773,Semily
2774,Semily
2775,Semily
2776,Semily
2777,Most
2778,Ostrava-město
2779,NA
2780,Brno-město
2781,NA
2782,NA
2783,NA
2784,NA
2785,NA
2786,NA
2787,NA
2788,NA
2789,NA
2790,Plzeň-město
2791,Brno-město
2792,Brno-město
2793,Brno-město
2794,Brno-město
2795,Brno-město
2796,Brno-město
2797,Brno-město
2798,NA
2799,NA
2800,"Blansko
 Benešov"
2801,NA
2802,Nový Jičín
2803,Nový Jičín
2804,Nový Jičín
2805,Nový Jičín
2806,Nový Jičín
2807,Třebíč
2808,Třebíč
2809,Třebíč
2810,Jičín
2811,Jičín
2812,Jičín
2813,NA
2814,NA
2815,NA
2816,NA
2817,NA
2818,NA
2819,NA
2820,"Brno-venkov
      Beroun"
2821,"Brno-venkov
      Beroun"
2822,"Brno-venkov
      Beroun"
2823,"Brno-venkov
      Beroun"
2824,Znojmo
2825,Znojmo
2826,Znojmo
2827,"Brno-venkov
 Praha-východ"
2828,"Brno-venkov
 Praha-východ"
2829,"Brno-venkov
 Praha-východ"
2830,Pardubice
2831,Pardubice
2832,Pardubice
2833,Pardubice
2834,Frýdek-Místek
2835,Cheb
2836,Hlavní město Praha
2837,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
2838,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
2839,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
2840,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
2841,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
2842,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
2843,Sokolov
2844,"Blansko
 Benešov"
2845,"Blansko
 Benešov"
2846,"Blansko
 Benešov"
2847,Hlavní město Praha
2848,Hlavní město Praha
2849,Hlavní město Praha
2850,"České Budějovice
      Brno-venkov"
2851,"České Budějovice
      Brno-venkov"
2852,Brno-město
2853,Brno-město
2854,Brno-město
2855,Brno-město
2856,Brno-město
2857,Brno-město
2858,Brno-město
2859,Brno-město
2860,Brno-město
2861,NA
2862,NA
2863,NA
2864,NA
2865,NA
2866,NA
2867,NA
2868,NA
2869,Náchod
2870,Náchod
2871,Náchod
2872,Náchod
2873,Náchod
2874,Náchod
2875,Náchod
2876,NA
2877,Strakonice
2878,Strakonice
2879,Strakonice
2880,Strakonice
2881,Strakonice
2882,Strakonice
2883,Strakonice
2884,Strakonice
2885,Strakonice
2886,NA
2887,NA
2888,NA
2889,NA
2890,NA
2891,NA
2892,Hlavní město Praha
2893,Hlavní město Praha
2894,Kladno
2895,Karlovy Vary
2896,Karlovy Vary
2897,Karlovy Vary
2898,Karlovy Vary
2899,NA
2900,NA
2901,Karviná
2902,Svitavy
2903,Svitavy
2904,Svitavy
2905,Svitavy
2906,Svitavy
2907,Svitavy
2908,Svitavy
2909,Ústí nad Orlicí
2910,Ústí nad Orlicí
2911,Ústí nad Orlicí
2912,Česká Lípa
2913,Česká Lípa
2914,Česká Lípa
2915,Znojmo
2916,Znojmo
2917,Znojmo
2918,NA
2919,NA
2920,NA
2921,NA
2922,NA
2923,Frýdek-Místek
2924,Hradec Králové
2925,Hradec Králové
2926,Hradec Králové
2927,NA
2928,NA
2929,NA
2930,NA
2931,NA
2932,NA
2933,NA
2934,NA
2935,NA
2936,NA
2937,NA
2938,Písek
2939,Písek
2940,Písek
2941,Písek
2942,NA
2943,Karlovy Vary
2944,Karlovy Vary
2945,Karlovy Vary
2946,Karlovy Vary
2947,Karlovy Vary
2948,Karlovy Vary
2949,Karlovy Vary
2950,Prostějov
2951,Prostějov
2952,Prostějov
2953,Liberec
2954,"Jindřichův Hradec
        Česká Lípa"
2955,"Jindřichův Hradec
        Česká Lípa"
2956,"Jindřichův Hradec
        Česká Lípa"
2957,Hlavní město Praha
2958,Hlavní město Praha
2959,Hlavní město Praha
2960,Hlavní město Praha
2961,Hlavní město Praha
2962,Hlavní město Praha
2963,Hlavní město Praha
2964,Brno-město
2965,NA
2966,NA
2967,NA
2968,NA
2969,České Budějovice
2970,Hlavní město Praha
2971,Hlavní město Praha
2972,Plzeň-město
2973,Plzeň-město
2974,Plzeň-město
2975,Plzeň-město
2976,NA
2977,NA
2978,NA
2979,NA
2980,"Domažlice
 Jindřichův Hradec"
2981,"Domažlice
 Jindřichův Hradec"
2982,"Domažlice
 Jindřichův Hradec"
2983,"Domažlice
 Jindřichův Hradec"
2984,"Domažlice
 Jindřichův Hradec"
2985,"Teplice
 Břeclav"
2986,Mladá Boleslav
2987,Mladá Boleslav
2988,Mladá Boleslav
2989,Mladá Boleslav
2990,Žďár nad Sázavou
2991,Žďár nad Sázavou
2992,Žďár nad Sázavou
2993,Žďár nad Sázavou
2994,Náchod
2995,Náchod
2996,Náchod
2997,Louny
2998,Louny
2999,Louny
3000,Louny
3001,Zlín
3002,Zlín
3003,Zlín
3004,Rakovník
3005,"Přerov
 Chrudim"
3006,Frýdek-Místek
3007,Frýdek-Místek
3008,Frýdek-Místek
3009,Frýdek-Místek
3010,Hlavní město Praha
3011,Hlavní město Praha
3012,Hlavní město Praha
3013,Hlavní město Praha
3014,Hlavní město Praha
3015,Hlavní město Praha
3016,Hlavní město Praha
3017,"Rychnov nad Kněžnou
          Strakonice"
3018,"Rychnov nad Kněžnou
          Strakonice"
3019,"Rychnov nad Kněžnou
          Strakonice"
3020,Most
3021,Most
3022,Most
3023,Uherské Hradiště
3024,Uherské Hradiště
3025,Náchod
3026,Náchod
3027,Náchod
3028,Plzeň-město
3029,Žďár nad Sázavou
3030,Žďár nad Sázavou
3031,Žďár nad Sázavou
3032,"Blansko
 Benešov"
3033,"Blansko
 Benešov"
3034,"Blansko
 Benešov"
3035,NA
3036,Cheb
3037,Cheb
3038,Cheb
3039,Hlavní město Praha
3040,Hlavní město Praha
3041,Hlavní město Praha
3042,Hlavní město Praha
3043,Třebíč
3044,Třebíč
3045,Třebíč
3046,Rychnov nad Kněžnou
3047,Rychnov nad Kněžnou
3048,Rychnov nad Kněžnou
3049,Rychnov nad Kněžnou
3050,Cheb
3051,Cheb
3052,Kutná Hora
3053,Kutná Hora
3054,Kutná Hora
3055,Kutná Hora
3056,Kladno
3057,Chrudim
3058,NA
3059,NA
3060,NA
3061,NA
3062,NA
3063,NA
3064,NA
3065,NA
3066,NA
3067,Ostrava-město
3068,Ostrava-město
3069,Plzeň-město
3070,Plzeň-město
3071,Plzeň-město
3072,Plzeň-město
3073,České Budějovice
3074,České Budějovice
3075,NA
3076,NA
3077,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3078,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3079,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3080,Hlavní město Praha
3081,Hlavní město Praha
3082,Hlavní město Praha
3083,Hlavní město Praha
3084,České Budějovice
3085,Tábor
3086,Tábor
3087,Tábor
3088,Tábor
3089,Tábor
3090,Tábor
3091,Tábor
3092,Tábor
3093,Tábor
3094,Tábor
3095,Tábor
3096,Tábor
3097,Tábor
3098,Hradec Králové
3099,Hlavní město Praha
3100,Hlavní město Praha
3101,Hlavní město Praha
3102,"Chrudim
  Kladno"
3103,"Chrudim
  Kladno"
3104,"Chrudim
  Kladno"
3105,"Chrudim
  Kladno"
3106,"Chrudim
  Kladno"
3107,"České Budějovice
         Rokycany"
3108,Mělník
3109,NA
3110,NA
3111,Ústí nad Orlicí
3112,Ústí nad Orlicí
3113,Ústí nad Orlicí
3114,Ústí nad Orlicí
3115,Ústí nad Orlicí
3116,Chrudim
3117,Chrudim
3118,Frýdek-Místek
3119,Frýdek-Místek
3120,Frýdek-Místek
3121,"Plzeň-jih
 Pelhřimov"
3122,"Plzeň-jih
 Pelhřimov"
3123,"Plzeň-jih
 Pelhřimov"
3124,"Plzeň-jih
 Pelhřimov"
3125,Kladno
3126,Kladno
3127,Kladno
3128,Hlavní město Praha
3129,Hlavní město Praha
3130,NA
3131,NA
3132,Pelhřimov
3133,Pelhřimov
3134,Pelhřimov
3135,Pelhřimov
3136,Pelhřimov
3137,"Jičín
 Mladá Boleslav"
3138,Jihlava
3139,Jičín
3140,Jičín
3141,Jičín
3142,Jičín
3143,Hlavní město Praha
3144,Pelhřimov
3145,Znojmo
3146,Znojmo
3147,Znojmo
3148,Znojmo
3149,Plzeň-město
3150,Plzeň-město
3151,Plzeň-město
3152,Plzeň-město
3153,Hradec Králové
3154,Hradec Králové
3155,Hradec Králové
3156,Plzeň-město
3157,Svitavy
3158,Svitavy
3159,NA
3160,NA
3161,NA
3162,Pardubice
3163,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3164,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3165,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3166,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3167,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3168,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3169,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3170,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3171,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3172,"Chrudim
 Hodonín
 Blansko"
3173,NA
3174,České Budějovice
3175,České Budějovice
3176,České Budějovice
3177,Cheb
3178,Cheb
3179,Cheb
3180,Cheb
3181,Cheb
3182,Chomutov
3183,Chomutov
3184,Praha-východ
3185,Praha-východ
3186,"Jičín
 Mladá Boleslav"
3187,"Chrudim
 Hodonín
 Blansko"
3188,Chrudim
3189,Cheb
3190,Cheb
3191,Hlavní město Praha
3192,Hlavní město Praha
3193,Hlavní město Praha
3194,Hlavní město Praha
3195,Hlavní město Praha
3196,Hlavní město Praha
3197,Hlavní město Praha
3198,Hlavní město Praha
3199,Hlavní město Praha
3200,Hlavní město Praha
3201,NA
3202,NA
3203,NA
3204,NA
3205,NA
3206,NA
3207,NA
3208,NA
3209,NA
3210,NA
3211,NA
3212,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3213,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3214,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3215,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3216,Náchod
3217,Náchod
3218,Náchod
3219,Náchod
3220,Náchod
3221,Náchod
3222,Most
3223,Most
3224,NA
3225,NA
3226,NA
3227,NA
3228,NA
3229,NA
3230,NA
3231,NA
3232,NA
3233,NA
3234,NA
3235,Semily
3236,Most
3237,Chomutov
3238,Pardubice
3239,NA
3240,Svitavy
3241,Brno-město
3242,Brno-město
3243,Hlavní město Praha
3244,Hlavní město Praha
3245,NA
3246,NA
3247,Plzeň-město
3248,Plzeň-město
3249,"Blansko
 Benešov"
3250,Nový Jičín
3251,Třebíč
3252,Litoměřice
3253,NA
3254,NA
3255,"Brno-venkov
      Beroun"
3256,"Brno-venkov
      Beroun"
3257,"Brno-venkov
      Beroun"
3258,"Brno-venkov
      Beroun"
3259,Chomutov
3260,Chomutov
3261,Chomutov
3262,Chomutov
3263,Chomutov
3264,Chomutov
3265,"Brno-venkov
 Praha-východ"
3266,"Brno-venkov
 Praha-východ"
3267,České Budějovice
3268,České Budějovice
3269,České Budějovice
3270,Hlavní město Praha
3271,Hlavní město Praha
3272,Hlavní město Praha
3273,Hlavní město Praha
3274,Jičín
3275,Jičín
3276,Kladno
3277,Brno-město
3278,Brno-město
3279,Brno-město
3280,Brno-město
3281,NA
3282,NA
3283,NA
3284,NA
3285,Náchod
3286,Náchod
3287,Náchod
3288,Náchod
3289,Hlavní město Praha
3290,Hlavní město Praha
3291,Svitavy
3292,Kladno
3293,Karlovy Vary
3294,Karlovy Vary
3295,Karlovy Vary
3296,Karlovy Vary
3297,Karlovy Vary
3298,Karlovy Vary
3299,NA
3300,Karviná
3301,Karviná
3302,Svitavy
3303,Česká Lípa
3304,Česká Lípa
3305,Znojmo
3306,NA
3307,NA
3308,NA
3309,NA
3310,NA
3311,NA
3312,NA
3313,NA
3314,Plzeň-město
3315,Karlovy Vary
3316,Karlovy Vary
3317,Karlovy Vary
3318,Karlovy Vary
3319,Karlovy Vary
3320,Karlovy Vary
3321,Hlavní město Praha
3322,Hlavní město Praha
3323,Hlavní město Praha
3324,Brno-město
3325,NA
3326,Hlavní město Praha
3327,Plzeň-město
3328,Plzeň-město
3329,Plzeň-město
3330,Plzeň-město
3331,Hlavní město Praha
3332,Svitavy
3333,NA
3334,NA
3335,"Teplice
 Břeclav"
3336,Žďár nad Sázavou
3337,Žďár nad Sázavou
3338,Žďár nad Sázavou
3339,Žďár nad Sázavou
3340,Náchod
3341,Louny
3342,Louny
3343,Louny
3344,Louny
3345,Zlín
3346,Zlín
3347,Rakovník
3348,Frýdek-Místek
3349,Frýdek-Místek
3350,Frýdek-Místek
3351,Frýdek-Místek
3352,Frýdek-Místek
3353,Frýdek-Místek
3354,Hlavní město Praha
3355,Hlavní město Praha
3356,Hlavní město Praha
3357,Hlavní město Praha
3358,Hlavní město Praha
3359,Hlavní město Praha
3360,Hlavní město Praha
3361,Hlavní město Praha
3362,Hlavní město Praha
3363,Most
3364,Náchod
3365,Žďár nad Sázavou
3366,Hradec Králové
3367,Hradec Králové
3368,Hradec Králové
3369,"Blansko
 Benešov"
3370,"Blansko
 Benešov"
3371,"Blansko
 Benešov"
3372,"Blansko
 Benešov"
3373,Hlavní město Praha
3374,Třebíč
3375,Rychnov nad Kněžnou
3376,Rychnov nad Kněžnou
3377,Rychnov nad Kněžnou
3378,Cheb
3379,Cheb
3380,NA
3381,NA
3382,Ostrava-město
3383,Ostrava-město
3384,Plzeň-město
3385,Plzeň-město
3386,Plzeň-město
3387,Plzeň-město
3388,Blansko
3389,Blansko
3390,NA
3391,NA
3392,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3393,"Svitavy
          Bruntál
    Frýdek-Místek
          Šumperk
 Uherské Hradiště"
3394,Hlavní město Praha
3395,Hlavní město Praha
3396,NA
3397,Tábor
3398,Tábor
3399,Hradec Králové
3400,Hradec Králové
3401,Brno-město
3402,Brno-město
3403,Brno-město
3404,Mělník
3405,Mělník
3406,NA
3407,NA
3408,Most
3409,Most
3410,Most
3411,Frýdek-Místek
3412,Frýdek-Místek
3413,"Plzeň-jih
 Pelhřimov"
3414,"Plzeň-jih
 Pelhřimov"
3415,Kladno
3416,NA
3417,Pelhřimov
3418,Pelhřimov
3419,Pelhřimov
3420,Hlavní město Praha
3421,"Domažlice
    České Budějovice
              Mělník
         Brno-venkov
             Sokolov
              Třebíč
       Český Krumlov
    Žďár nad Sázavou
 Rychnov nad Kněžnou
             Liberec
        Praha-východ
           Plzeň-jih
               Louny
          Strakonice"
3422,Ústí nad Orlicí
3423,Znojmo
3424,Znojmo
3425,Znojmo
3426,Plzeň-město
3427,Plzeň-město
3428,NA
3429,NA
3430,Znojmo
3431,Praha-východ
3432,"Chrudim
 Hodonín
 Blansko"
3433,"Chrudim
 Hodonín
 Blansko"
3434,Cheb
3435,Hlavní město Praha
3436,Hlavní město Praha
3437,Hlavní město Praha
3438,Hlavní město Praha
3439,Hlavní město Praha
3440,Hlavní město Praha
3441,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3442,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3443,"Hradec Králové
   Praha-východ"
3444,"Hradec Králové
   Praha-východ"
3445,"Hradec Králové
   Praha-východ"
3446,"Hradec Králové
   Praha-východ"
3447,NA
3448,Semily
3449,Hlavní město Praha
3450,Hlavní město Praha
3451,Hlavní město Praha
3452,Hlavní město Praha
3453,Hlavní město Praha
3454,Hlavní město Praha
3455,NA
3456,Plzeň-město
3457,Plzeň-město
3458,Plzeň-město
3459,Brno-město
3460,NA
3461,NA
3462,Nový Jičín
3463,Nový Jičín
3464,Třebíč
3465,Třebíč
3466,Litoměřice
3467,Litoměřice
3468,"Brno-venkov
      Beroun"
3469,"Brno-venkov
      Beroun"
3470,NA
3471,České Budějovice
3472,České Budějovice
3473,České Budějovice
3474,České Budějovice
3475,Cheb
3476,Cheb
3477,Cheb
3478,Hlavní město Praha
3479,Hlavní město Praha
3480,Hlavní město Praha
3481,Hlavní město Praha
3482,Brno-město
3483,NA
3484,NA
3485,Náchod
3486,Náchod
3487,Náchod
3488,NA
3489,NA
3490,NA
3491,NA
3492,NA
3493,Plzeň-město
3494,Plzeň-město
3495,Plzeň-město
3496,Plzeň-město
3497,Plzeň-město
3498,Karlovy Vary
3499,Karlovy Vary
3500,Hlavní město Praha
3501,Hlavní město Praha
3502,Liberec
3503,České Budějovice
3504,Plzeň-město
3505,Plzeň-město
3506,Náchod
3507,Louny
3508,"Přerov
 Chrudim"
3509,Hradec Králové
3510,Žďár nad Sázavou
3511,Hradec Králové
3512,Hradec Králové
3513,Hradec Králové
3514,Hradec Králové
3515,Hlavní město Praha
3516,Třebíč
3517,Rychnov nad Kněžnou
3518,Rychnov nad Kněžnou
3519,Chrudim
3520,NA
3521,NA
3522,NA
3523,NA
3524,NA
3525,Plzeň-město
3526,Plzeň-město
3527,České Budějovice
3528,České Budějovice
3529,České Budějovice
3530,České Budějovice
3531,Hlavní město Praha
3532,Tábor
3533,Tábor
3534,Tábor
3535,Tábor
3536,Tábor
3537,Tábor
3538,Tábor
3539,Tábor
3540,Tábor
3541,Tábor
3542,"Chrudim
  Kladno"
3543,Most
3544,NA
3545,NA
3546,NA
3547,NA
3548,Ústí nad Orlicí
3549,Ústí nad Orlicí
3550,Ústí nad Orlicí
3551,Ústí nad Orlicí
3552,Frýdek-Místek
3553,Frýdek-Místek
3554,Frýdek-Místek
3555,Frýdek-Místek
3556,"Plzeň-jih
 Pelhřimov"
3557,"Plzeň-jih
 Pelhřimov"
3558,Kladno
3559,Kladno
3560,Hlavní město Praha
3561,NA
3562,Teplice
3563,Teplice
3564,Pelhřimov
3565,Pelhřimov
3566,Pelhřimov
3567,Pelhřimov
3568,"Jičín
 Mladá Boleslav"
3569,Jičín
3570,Hlavní město Praha
3571,Brno-město
3572,Pelhřimov
3573,Pelhřimov
3574,Ústí nad Orlicí
3575,Ústí nad Orlicí
3576,Znojmo
3577,Znojmo
3578,Znojmo
3579,Znojmo
3580,Znojmo
3581,Znojmo
3582,Znojmo
3583,Znojmo
3584,Plzeň-město
3585,Plzeň-město
3586,Plzeň-město
3587,Plzeň-město
3588,Plzeň-město
3589,Plzeň-město
3590,Plzeň-město
3591,NA
3592,NA
3593,Nymburk
3594,NA
3595,NA
3596,NA
3597,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3598,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3599,"Havlíčkův Brod
         Benešov
 Ústí nad Orlicí
         Příbram
         Chrudim
    Karlovy Vary"
3600,"Zlín
 Brno-venkov"
3601,Pardubice
3602,"Chrudim
 Hodonín
 Blansko"
3603,Mladá Boleslav
3604,Mladá Boleslav
3605,Mladá Boleslav
3606,Mladá Boleslav
3607,České Budějovice
3608,České Budějovice
3609,České Budějovice
3610,NA
3611,NA
3612,NA
3613,Cheb
3614,Chomutov
3615,Chomutov
3616,Praha-východ
3617,"Chrudim
 Hodonín
 Blansko"
3618,"Chrudim
 Hodonín
 Blansko"
3619,Chrudim
3620,Chrudim
3621,Cheb
3622,Cheb
3623,Hlavní město Praha
3624,Hlavní město Praha
3625,NA
3626,NA
3627,NA
3628,NA
3629,NA
3630,"Chrudim
       Plzeň-jih
 Ústí nad Orlicí"
3631,Trutnov
3632,Trutnov
3633,Náchod
3634,NA
3635,NA
3636,NA
3637,NA
3638,NA
3639,NA
3640,NA
3641,NA
3642,NA
3643,NA
3644,"Kladno
   Pardubice
 Plzeň-sever
     Olomouc
      Náchod
     Klatovy"
3645,Ústí nad Orlicí
3646,NA
3647,Most
3648,NA
3649,Hlavní město Praha
3650,Hlavní město Praha
3651,NA
3652,NA
3653,Brno-město
3654,NA
3655,Hlavní město Praha
3656,NA
3657,NA
3658,NA
3659,NA
3660,NA
3661,NA
3662,NA
3663,NA
3664,NA
3665,NA
3666,NA
3667,NA
3668,NA
3669,NA
3670,NA
3671,NA
3672,NA
3673,Plzeň-město
3674,Plzeň-město
3675,Brno-město
3676,Brno-město
3677,NA
3678,NA
3679,NA
3680,"Blansko
 Benešov"
3681,Nový Jičín
3682,Nový Jičín
3683,Nový Jičín
3684,Nový Jičín
3685,Třebíč
3686,Třebíč
3687,Kolín
3688,Litoměřice
3689,NA
3690,NA
3691,NA
3692,"Brno-venkov
      Beroun"
3693,"Brno-venkov
      Beroun"
3694,"Brno-venkov
      Beroun"
3695,"Brno-venkov
      Beroun"
3696,"Brno-venkov
      Beroun"
3697,"Brno-venkov
      Beroun"
3698,"Brno-venkov
      Beroun"
3699,"Brno-venkov
      Beroun"
3700,"Brno-venkov
      Beroun"
3701,"Brno-venkov
      Beroun"
3702,"Brno-venkov
      Beroun"
3703,"Brno-venkov
      Beroun"
3704,Znojmo
3705,Znojmo
3706,Znojmo
3707,Znojmo
3708,Chomutov
3709,Chomutov
3710,Chomutov
3711,Chomutov
3712,Chomutov
3713,Chomutov
3714,Chomutov
3715,"Brno-venkov
 Praha-východ"
3716,Hlavní město Praha
3717,České Budějovice
3718,České Budějovice
3719,Pardubice
3720,Pardubice
3721,Pardubice
3722,Pardubice
3723,Pardubice
3724,Pardubice
3725,Frýdek-Místek
3726,Hlavní město Praha
3727,Hlavní město Praha
3728,Hlavní město Praha
3729,Hlavní město Praha
3730,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
3731,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
3732,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
3733,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
3734,"Žďár nad Sázavou
       Litoměřice
          Příbram
       Kutná Hora"
3735,"Blansko
 Benešov"
3736,NA
3737,Hlavní město Praha
3738,Karviná
3739,Karviná
3740,Chrudim
3741,Hlavní město Praha
3742,Hlavní město Praha
3743,Hlavní město Praha
3744,Hlavní město Praha
3745,Hlavní město Praha
3746,Hlavní město Praha
3747,Hlavní město Praha
3748,Hlavní město Praha
3749,Hlavní město Praha
3750,Hlavní město Praha
3751,Hlavní město Praha
3752,Hlavní město Praha
3753,Hlavní město Praha
3754,Hlavní město Praha
3755,Hlavní město Praha
3756,Hlavní město Praha
3757,Hlavní město Praha
3758,Hlavní město Praha
3759,Hlavní město Praha
3760,Hlavní město Praha
3761,Hlavní město Praha
3762,Hlavní město Praha
3763,Hlavní město Praha
3764,Hlavní město Praha
3765,Jičín
3766,"České Budějovice
      Brno-venkov"
3767,"České Budějovice
      Brno-venkov"
3768,"České Budějovice
      Brno-venkov"
3769,"České Budějovice
      Brno-venkov"
3770,Brno-město
3771,Brno-město
3772,Brno-město
3773,Brno-město
3774,Brno-město
3775,Brno-město
3776,NA
3777,NA
3778,NA
3779,NA
3780,NA
3781,NA
3782,NA
3783,Strakonice
3784,Strakonice
3785,Strakonice
3786,NA
3787,NA
3788,Svitavy
3789,Svitavy
3790,České Budějovice
3791,NA
3792,NA
3793,NA
3794,NA
3795,NA
3796,NA
3797,NA
3798,NA
3799,NA
3800,NA
3801,Ústí nad Orlicí
3802,Ústí nad Orlicí
3803,Česká Lípa
3804,Plzeň-jih
3805,Ostrava-město
3806,Ostrava-město
3807,NA
3808,Frýdek-Místek
3809,Frýdek-Místek
3810,Frýdek-Místek
3811,Hradec Králové
3812,Hradec Králové
3813,NA
3814,NA
3815,NA
3816,NA
3817,NA
3818,NA
3819,NA
3820,NA
3821,Písek
3822,NA
3823,Karlovy Vary
3824,Karlovy Vary
3825,Karlovy Vary
3826,Karlovy Vary
3827,Hlavní město Praha
3828,Hlavní město Praha
3829,Hlavní město Praha
3830,Prostějov
3831,Prostějov
3832,"Jindřichův Hradec
        Česká Lípa"
3833,"Jindřichův Hradec
        Česká Lípa"
3834,"Jindřichův Hradec
        Česká Lípa"
3835,"Jindřichův Hradec
        Česká Lípa"
3836,"Jindřichův Hradec
        Česká Lípa"
3837,"Jindřichův Hradec
        Česká Lípa"
3838,"Jindřichův Hradec
        Česká Lípa"
3839,Hlavní město Praha
3840,Hlavní město Praha
3841,Hlavní město Praha
3842,Hlavní město Praha
3843,Hlavní město Praha
3844,Brno-město
3845,Brno-město
3846,České Budějovice
